text,intents,slots
Reserve a table in the restaurant for 5 people for 2 00 afternoon,"['make_open_apply_setup_get_activate', 'restaurant', 'booking']","{'time': {'value': '2 00 afternoon', 'span': [51, 65], 'norm_value': {'hour': 14, 'minute': 0}}, 'people': {'value': '5', 'span': [38, 39], 'norm_value': 5}}"
it’s just me alone,,"{'people': {'value': 'me', 'span': [10, 12], 'norm_value': 1}}"
how much can i spend on my credit card?,"['card', 'how_much', 'credit', 'limits']",
I'd like to edit my address details.,['change'],
"If I replace my current credit card, will I still be able to do the same purchases as before?","['card', 'credit', 'request_info', 'less_lower_before', 'transfer_payment_deposit']",
How much did I have on the account 11 months ago?,"['how_much', 'account', 'balance']","{'date': {'value': '11 months ago', 'span': [35, 48], 'norm_value': {'day': 15, 'month': 4, 'year': 2021}}}"
two little humans,,"{'kids': {'value': 'two', 'span': [0, 3], 'norm_value': 2}}"
could you repeat that please?,['repeat'],
"that is not my name, i'm baltimore",['deny'],"{'person_name': {'value': 'baltimore', 'span': [25, 34], 'norm_value': 'baltimore'}}"
"I want a refund right now! Why am I even wasting time with a machine, let me talk to a real person","['refund', 'handoff']",
how can I open an account for my shoe store?,"['how', 'account', 'make_open_apply_setup_get_activate', 'business']",
It's a savings one,['savings'],
"Thank you, but I'm still confused about these fees. Could I talk to someone?","['handoff', 'thank', 'fees_interests']",
Good day to you! I urgently need a list of my transactions from 5:55 in the afternoon to 9:00 a.m. yesterday!,"['greet', 'request_info', 'transfer_payment_deposit']","{'date': {'value': 'yesterday', 'span': [99, 108], 'norm_value': {'day': 14, 'month': 3, 'year': 2022}}, 'time_from': {'value': '5:55 in the afternoon', 'span': [64, 85], 'norm_value': {'hour': 17, 'minute': 55}}, 'time_to': {'value': '9:00 a.m.', 'span': [89, 98], 'norm_value': {'hour': 9, 'minute': 0}}}"
how much did I spend between the 3rd until the 6th of January,"['transfer_payment_deposit', 'how_much']","{'date_from': {'value': '3rd', 'span': [33, 36], 'norm_value': {'day': 3, 'month': 4, 'year': 2022}}, 'date_to': {'value': '6th of January', 'span': [47, 61], 'norm_value': {'day': 6, 'month': 1, 'year': 2023}}}"
It will be 4 of us for 2 rooms,,"{'people': {'value': '4', 'span': [11, 12], 'norm_value': 4}, 'rooms': {'value': '2', 'span': [23, 24], 'norm_value': 2}}"
pedicure price,"['how_much', 'spa']",
One adult one child from Tuesday for one night,,"{'date_period': {'value': 'one night', 'span': [37, 46], 'norm_values': {'type': 'relative', 'days': 1}}, 'date_from': {'value': 'Tuesday', 'span': [25, 32], 'norm_value': {'day': 22, 'month': 3, 'year': 2022}}, 'kids': {'value': 'one', 'span': [10, 13], 'norm_value': 1}, 'adults': {'value': 'One', 'span': [0, 3], 'norm_value': 1}}"
"I don't know how to transfer money, I have never done it before. Can you give me a hand?","['dont_know', 'request_info', 'transfer_payment_deposit']",
how can I send some money to my sister in Canada?,"['how', 'international', 'transfer_payment_deposit']",
why am I paying less interests than last year,"['why', 'fees_interests', 'less_lower_before']","{'date_period': {'value': 'last year', 'span': [36, 45], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 1, 'year': 2021}, 'to': {'day': 31, 'month': 12, 'year': 2021}}}}"
"ok, 3 it is",['acknowledge'],"{'number': {'value': '3', 'span': [4, 5], 'norm_value': 3}}"
Is it true I spent so much more this month on delivery?,"['request_info', 'transfer_payment_deposit', 'more_higher_after']","{'date_period': {'value': 'this month', 'span': [32, 42], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 3, 'year': 2022}, 'to': {'day': 31, 'month': 3, 'year': 2022}}}, 'shopping_category': {'value': 'delivery', 'span': [46, 54], 'norm_value': 'delivery'}}"
speak to room service,['room_service'],
i don't want to modify my mortgage,"['mortgage', 'change', 'deny']",
thank you for helping with the mortgage,"['mortgage', 'thank']",
good evening,['greet'],
What is my overdraft,"['how_much', 'overdraft']",
I want to stay 5 nights until the 11th,,"{'date_period': {'value': '5 nights', 'span': [15, 23], 'norm_values': {'type': 'relative', 'days': 5}}, 'date_to': {'value': '11th', 'span': [34, 38], 'norm_value': {'day': 11, 'month': 4, 'year': 2022}}}"
"no, it was about the booking already made a couple of days ago.","['deny', 'existing', 'booking']","{'date': {'value': 'a couple of days ago', 'span': [42, 62], 'norm_value': {'day': 13, 'month': 3, 'year': 2022}}}"
"nope, I don't remember that payment to eon at all.","['deny', 'transfer_payment_deposit']","{'company_name': {'value': 'eon', 'span': [39, 42], 'norm_value': 'eon'}}"
can i change my personal details when im in another country?,"['international', 'change', 'request_info']",
with which companies do I have direct debits set up?,"['request_info', 'direct_debit']",
i was thinking about using my card,['card'],
i lost my dog,"['pets', 'lost_stolen']",
I am taking my kids on a trip for 5 days,,"{'date_period': {'value': '5 days', 'span': [34, 40], 'norm_values': {'type': 'relative', 'days': 5}}}"
How much is left on my account after that transaction to ane byerley?,"['balance', 'account', 'transfer_payment_deposit', 'how_much']","{'person_name': {'value': 'ane byerley', 'span': [57, 68], 'norm_value': 'ane byerley'}}"
I'd like to talk to a real person about your mortgage fees and offers.,"['handoff', 'mortgage', 'fees_interests']",
"I paid with contactless, but that has nothing to do with what I'm saying. Can I please speak to a person?","['contactless', 'transfer_payment_deposit', 'handoff']",
why was my 1100 dollars transfer declined?,"['wrong_notworking_notshowing', 'transfer_payment_deposit', 'why']","{'amount_of_money': {'value': '1100 dollars', 'span': [11, 23], 'norm_value': {'amount': 1100.0, 'currency': 'USD'}}}"
Can I send some cash abroad?,"['international', 'transfer_payment_deposit', 'make_open_apply_setup_get_activate']",
can you show me all my payments during the last 5 hours,"['request_info', 'transfer_payment_deposit']","{'time_period': {'value': 'last 5 hours', 'span': [43, 55], 'norm_values': {'type': 'absolute', 'from': {'hour': 4, 'minute': 0}, 'to': {'hour': 9, 'minute': 0}}}}"
"No, don't tell me the list of payees","['request_info', 'deny']",
Why couldn't I pay contactless at american express yesterday?,"['transfer_payment_deposit', 'why', 'contactless', 'wrong_notworking_notshowing']","{'date': {'value': 'yesterday', 'span': [51, 60], 'norm_value': {'day': 14, 'month': 3, 'year': 2022}}, 'company_name': {'value': 'american express', 'span': [34, 50], 'norm_value': 'american express'}}"
Can I see my latest transactions?,"['request_info', 'transfer_payment_deposit']",
Am I spending less on clothing,"['request_info', 'transfer_payment_deposit', 'less_lower_before']","{'shopping_category': {'value': 'clothing', 'span': [22, 30], 'norm_value': 'clothing'}}"
what is the maximum I can pay into savings each month?,"['how_much', 'transfer_payment_deposit', 'savings', 'limits']","{'date_period': {'value': 'each month', 'span': [43, 53], 'norm_values': {'type': 'relative', 'days': 30}}}"
A room with a kitchen and 2 toilets would be nice.,['room_ammenities'],"{'number': {'value': '2', 'span': [26, 27], 'norm_value': 2}}"
is it possible to check out after 8:00 evening?,"['request_info', 'check_out', 'more_higher_after']","{'time': {'value': '8:00 evening', 'span': [34, 46], 'norm_value': {'hour': 20, 'minute': 0}}}"
yes i need to make a cash withdrawal in another country,"['affirm', 'international', 'withdrawal', 'make_open_apply_setup_get_activate']",
please amend my checkin time to a later date.,"['change', 'check_in', 'more_higher_after']",
"At 9 30 evening, I booked a table for 5 people","['existing', 'restaurant', 'booking']","{'time': {'value': '9 30 evening', 'span': [3, 15], 'norm_value': {'hour': 21, 'minute': 30}}, 'people': {'value': '5', 'span': [38, 39], 'norm_value': 5}}"
I want to stay for 3 nights from the 8th Dec,,"{'date_period': {'value': '3 nights', 'span': [19, 27], 'norm_values': {'type': 'relative', 'days': 3}}, 'date_from': {'value': '8th Dec', 'span': [37, 44], 'norm_value': {'day': 8, 'month': 12, 'year': 2022}}}"
That's not working,['wrong_notworking_notshowing'],
The date would be April 14 2018,,"{'date': {'value': 'April 14 2018', 'span': [18, 31], 'norm_value': {'day': 14, 'month': 4, 'year': 2018}}}"
i am not sure if i should ask for a new loan,"['loan', 'dont_know', 'make_open_apply_setup_get_activate', 'new']",
why was my meeting at 4:50 in the night cancelled?,"['why', 'appointment', 'wrong_notworking_notshowing']","{'time': {'value': '4:50 in the night', 'span': [22, 39], 'norm_value': {'hour': 4, 'minute': 50}}}"
could we move it from 12 20 p.m. to 21:25?,['change'],"{'time_from': {'value': '12 20 p.m.', 'span': [22, 32], 'norm_value': {'hour': 12, 'minute': 20}}, 'time_to': {'value': '21:25', 'span': [36, 41], 'norm_value': {'hour': 21, 'minute': 25}}}"
I want to order a new card,"['card', 'make_open_apply_setup_get_activate', 'new']",
We are a party of 4 adults wanting to stay from the 7th to 9th inclusive in your best room,"['booking', 'make_open_apply_setup_get_activate']","{'date_from': {'value': '7th', 'span': [52, 55], 'norm_value': {'day': 7, 'month': 4, 'year': 2022}}, 'date_to': {'value': '9th', 'span': [59, 62], 'norm_value': {'day': 9, 'month': 4, 'year': 2022}}, 'adults': {'value': '4', 'span': [18, 19], 'norm_value': 4}, 'rooms': {'value': 'your best room', 'span': [76, 90], 'norm_value': 1}}"
no not tomorrow,['deny'],"{'date': {'value': 'tomorrow', 'span': [7, 15], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}}"
a new one,['new'],
"No, I don't want to hear that","['request_info', 'deny']",
"If I add money to my account via the mobile app, when do you refresh the account balance?","['balance', 'when', 'transfer_payment_deposit', 'account']",
"From 13th to 2 October, 1 adult",,"{'date_from': {'value': '13th', 'span': [5, 9], 'norm_value': {'day': 13, 'month': 4, 'year': 2022}}, 'date_to': {'value': '2 October', 'span': [13, 22], 'norm_value': {'day': 2, 'month': 10, 'year': 2022}}, 'adults': {'value': '1', 'span': [24, 25], 'norm_value': 1}}"
can we do 9:45 in the evening,['make_open_apply_setup_get_activate'],"{'time': {'value': '9:45 in the evening', 'span': [10, 29], 'norm_value': {'hour': 21, 'minute': 45}}}"
I have a reservation that I need to amend,"['change', 'booking']",
Okay thanks,"['thank', 'acknowledge']",
Are you then able to fix the address linked to my current account?,"['change', 'account', 'current']",
I want to make my payment to kiela martell in three days.,"['transfer_payment_deposit', 'make_open_apply_setup_get_activate']","{'date': {'value': 'in three days', 'span': [43, 56], 'norm_value': {'day': 18, 'month': 3, 'year': 2022}}, 'person_name': {'value': 'kiela martell', 'span': [29, 42], 'norm_value': 'kiela martell'}}"
"No, I cannot do anything before 15 past 9 night.",['deny'],"{'time_to': {'value': '15 past 9 night', 'span': [32, 47], 'norm_value': {'hour': 21, 'minute': 15}}}"
See you later alligator,['end_call'],
it will be nine,,"{'number': {'value': 'nine', 'span': [11, 15], 'norm_value': 9}}"
a card that works wirelessly,"['contactless', 'card']",
how can i change it?,"['how', 'change']",
why was my transfer declined?,"['wrong_notworking_notshowing', 'transfer_payment_deposit', 'why']",
How much did I spend in total until May on amazon prime? Is it more than $8882?,"['how_much', 'transfer_payment_deposit', 'more_higher_after']","{'date_to': {'value': 'May', 'span': [36, 39], 'norm_value': {'day': 31, 'month': 5, 'year': 2022}}, 'amount_of_money': {'value': '$8882', 'span': [73, 78], 'norm_value': {'amount': 8882.0, 'currency': 'USD'}}, 'company_name': {'value': 'amazon prime', 'span': [43, 55], 'norm_value': 'amazon prime'}}"
Sorry I didn't get that,['repeat'],
i really have problems now and can't afford my mortgage payments,"['mortgage', 'transfer_payment_deposit', 'wrong_notworking_notshowing']",
i slept in and will have to check out later than 6,"['check_out', 'more_higher_after']","{'time': {'value': '6', 'span': [49, 50], 'norm_value': {'hour': 6, 'minute': 0}}}"
"That's not it, can I please talk to an actual person?","['handoff', 'deny']",
I think so. Can you list all my mortgage options?,"['affirm', 'mortgage', 'request_info']",
Gotta hit the road,['end_call'],
"Of course, I want all £32.88 back asap!","['affirm', 'refund']","{'amount_of_money': {'value': '£32.88', 'span': [22, 28], 'norm_value': {'amount': 32.88, 'currency': 'GBP'}}}"
What time will the room be ready?,"['when', 'check_in']",
Ive got a reservation for 2 nights starting on 23rd of Feb,"['existing', 'booking']","{'date_period': {'value': '2 nights', 'span': [26, 34], 'norm_values': {'type': 'relative', 'days': 2}}, 'date_from': {'value': '23rd of Feb', 'span': [47, 58], 'norm_value': {'day': 23, 'month': 2, 'year': 2023}}}"
It's a savings account,"['savings', 'account']",
"Yes, the 12 May",['affirm'],"{'date': {'value': '12 May', 'span': [9, 15], 'norm_value': {'day': 12, 'month': 5, 'year': 2022}}}"
1 adults and 8 children. Saturday to Tuesday,,"{'date_from': {'value': 'Saturday', 'span': [25, 33], 'norm_value': {'day': 19, 'month': 3, 'year': 2022}}, 'date_to': {'value': 'Tuesday', 'span': [37, 44], 'norm_value': {'day': 22, 'month': 3, 'year': 2022}}, 'kids': {'value': '8', 'span': [13, 14], 'norm_value': 8}, 'adults': {'value': '1', 'span': [0, 1], 'norm_value': 1}}"
Around 6,,"{'number': {'value': '6', 'span': [7, 8], 'norm_value': 6}}"
i dont want to talk about loans,"['loan', 'deny']",
i'd like to speak to the gym please,"['handoff', 'gym']",
do it,['make_open_apply_setup_get_activate'],
What happened with my payment from yesterday?,"['transfer_payment_deposit', 'request_info']","{'date': {'value': 'yesterday', 'span': [35, 44], 'norm_value': {'day': 14, 'month': 3, 'year': 2022}}}"
"sincere apologies but I won't be able to come for dinner this evening, please just cancel that.","['restaurant', 'booking', 'cancel_close_leave_freeze']",
"my card sometimes doesn't let me pay contactless, why is that?","['transfer_payment_deposit', 'contactless', 'card', 'wrong_notworking_notshowing', 'why']",
I need to speak to someone working at the pool.,"['handoff', 'swimming_pool']",
